,study,wave,version,versn_s,doi_gesis,doi_wvsa,studytit,uniqid,intrvwr_id,cntry,cntry_an,cntrycow,year,fw_start,fw_end,cntry_y,mode,mm_mixed_mode_evs5,mm_mode_fu_evs5,mm_matrix_group_evs5,mm_fw_start_fu_evs5,mm_fw_end_fu_evs5,mm_year_fu_evs5,ivlength,ivstart,ivstend,ivdate,mm_v277_fu_evs5,mm_v278a_fu_r_evs5,mm_v279a_fu_r_evs5,lnge_num,lnge_iso,gwght,pwght,wght_eq1000,reg_nuts1,reg_nuts2,reg_iso,size_5c,respint,a001,a002,a003,a004,a005,a006,a008,a009,a170,a173,a027,a029,a030,a032,a034,a035,a038,a039,a040,a041,a042,a065,a066,a067,a068,a071,a072,a074,a078,a079,a080_01,a080_02,a124_02,a124_03,a124_06,a124_08,a124_09,a165,b008,c001,c001_01,c002,c002_01,d081,d026_03,d026_05,c038,c039,c041,d001_b,g007_18_b,g007_33_b,g007_34_b,g007_35_b,g007_36_b,d054,d059,d060,d061,d078,e001,e002,e003,e004,y002,e012,e015,e018,e023,e025,e026,e027,e028,e033,e035,e036,e037,e039,e069_01,e069_02,e069_04,e069_05,e069_06,e069_07,e069_08,e069_18a,e069_18,e069_11,e069_12,e069_13,e069_14,e069_17,e069_20,e111_01,e114,e115,e116,e117,e179_wvs7,e181_evs5,e224,e225,e226,e227,e228,e229,e233,e233a,e233b,e235,e236,e263,e264,e265_01,e265_02,e265_03,e265_04,e265_05,e265_06,e265_07,e265_08,f025,f028,f028b_wvs7,f066_evs5,f034,f050,f051,f053,f054,f063,f114a,f115,f116,f117,f118,f119,f120,f121,f122,f123,f132,e290,f144_02,g005,g006,g052,g062,g063,g255,g256,g257,h009,h010,h011,x001,x002,x003,x003r,x003r2,g027a,x002_02a,x002_02b,v002,v002a,v002a_01,v001,v001a,v001a_01,x007,x026_01,x011,x013,x025a_01,x025r,w002a_01,w002r,v004am_01,v004rm,v004af_01,v004rf,x028,w003,x052,x035_evs5,x036e_wvs7,v097ef,w005_evs5,w006e_wvs7,x047_wvs7,x047e_evs5
27732,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051127,7,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,67,14.56,16.03,20180420,-3,-3.0,-3.0,184,hu,0.997368358929494,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,1,2,1,2,2,2,1,2,6,5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,-1,2,4,1,1,-1,-1,1,2,2,4,1,3,2,4,3,3,2,-1,3,2,-1,1,2,1,2,2,0,1,1,2,2,-1,-1,3,-1,9,5,5,3,2,-1,4,-1,2,-1,2,3,3,-1,4,-1,2,3,-1,5,4,2,-1,-1,-4,-1,5,5,9,6,5,6,3,6,7,10,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,7,-4,5,2,-2,-2,-2,-2,5,1,1,1,-1,1,1,1,5,1,1,1,1,1,1,1,-1,2,2,2,1,1,2,3,4,2,1989,29,2,1,-2,-3.0,-3,1,348,HU,1,348,HU,-2,1,2,4,5,3,-3,-3,3,2,3,2,5,-3,2,24,-4,-1,-3,-4,-4,9
27733,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051128,85,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,42,16.26,17.08,20180420,-3,-3.0,-3.0,184,hu,0.870518704652987,0.534134346103038,0.660501981505945,HU1,HU12,-4,3,2,1,2,1,4,4,2,2,2,8,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,2,5,1,1,1,2,3,1,1,4,1,1,3,3,3,-1,3,3,3,4,3,4,2,1,4,2,1,1,1,3,3,3,3,3,5,8,5,5,5,2,2,3,4,1,3,2,3,3,4,4,-1,2,3,3,5,4,3,3,1,-4,-2,1,9,9,9,5,-1,1,1,8,10,6,1,1,4,-1,2,-1,3,1,-1,4,1,7,-4,6,1,1,0,0,1,5,1,1,1,1,10,1,10,10,10,1,1,1,1,1,1,3,2,2,3,3,2,1,4,4,1,1949,69,6,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,2,3,2,2,1,2,1,2,1,4,4,1,83,-4,9,75,-4,-4,-2
27734,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051129,23,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,54,14.36,15.3,20180420,-3,-3.0,-3.0,184,hu,0.708909441886021,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,2,4,-2,3,-1,4,3,5,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,3,3,1,2,3,2,3,-1,-1,2,1,1,1,3,-1,-1,2,4,4,3,3,3,1,1,4,2,-2,-2,-1,2,3,3,3,3,1,6,5,5,8,4,3,2,3,2,4,4,2,2,3,3,2,4,3,2,1,4,-1,3,2,-4,34806,5,2,9,6,2,0,1,6,10,10,1,2,2,-1,-1,1,1,1,4,3,3,0,8,-4,7,3,0,0,0,0,1,1,1,1,1,1,10,1,1,10,1,10,10,10,1,3,1,2,2,3,4,2,2,4,4,1,1940,78,6,3,1,348.0,HU,1,348,HU,1,348,HU,5,1,-2,1,6,3,-3,-3,1,1,1,1,4,-3,-3,41,-4,7,-3,-4,-4,2
27735,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051130,23,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,-5,16.54,9.06,20180420,-3,-3.0,-3.0,184,hu,0.96345097202997,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,1,1,2,2,2,3,3,2,6,7,-2,1,1,1,-1,1,-2,-2,-2,1,-2,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,2,5,2,4,2,3,2,2,4,4,1,2,2,2,2,2,3,3,3,3,3,3,4,2,4,3,-1,2,3,1,1,1,1,-1,7,8,3,2,3,3,2,-1,-1,2,3,2,-1,-1,3,3,-1,-1,2,-1,3,4,2,3,1,-4,34802,8,1,10,8,0,9,10,1,7,9,7,1,1,1,3,1,1,4,2,-1,-1,0,7,-4,6,2,-1,-1,-1,-1,5,2,3,3,2,10,-1,10,10,10,-1,10,1,2,1,2,4,2,-1,1,1,1,2,4,4,2,1974,44,3,2,1,348.0,HU,1,348,HU,1,348,HU,6,1,0,2,7,3,-3,-3,7,3,7,3,1,-3,2,23,-4,1,-3,-4,-4,10
27736,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051131,23,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,65,19.41,20.46,20180420,-3,-3.0,-3.0,184,hu,0.646775893056617,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,1,1,2,1,2,2,2,2,8,8,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,5,1,1,1,1,1,1,1,3,2,3,2,2,2,2,4,4,4,2,4,1,3,2,3,2,0,2,3,1,1,1,1,2,4,5,4,5,3,3,3,4,1,2,4,3,1,1,4,4,4,1,3,1,1,4,1,4,1,-4,34808,10,3,10,8,5,10,10,8,2,10,1,1,1,4,1,1,1,3,3,1,1,0,8,-4,7,2,1,1,1,1,8,1,5,8,5,10,2,8,10,10,1,5,1,5,1,3,3,1,3,1,1,1,1,1,2,2,1953,65,6,3,1,348.0,HU,1,348,HU,1,348,HU,3,1,1,1,5,3,-3,-3,6,3,3,2,4,-3,1,41,-4,7,-3,-4,-4,1
27737,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051132,54,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,43,11.06,11.49,20180421,-3,-3.0,-3.0,184,hu,0.70160450212188,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,3,1,2,2,3,1,3,2,2,9,10,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,2,5,1,1,5,3,3,2,2,2,1,2,3,3,3,3,2,4,4,2,4,1,2,3,1,1,0,3,2,3,3,3,3,3,5,3,4,6,3,2,2,4,3,2,2,2,2,2,2,3,3,3,2,3,7,4,2,3,1,-4,34802,7,3,10,5,3,10,10,7,5,10,7,1,1,1,3,3,3,3,1,2,4,1,4,-4,5,1,1,0,0,0,6,1,1,1,1,1,1,7,9,2,4,4,1,1,1,2,2,2,3,1,2,2,1,4,4,2,1973,45,4,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,1,2,3,2,3,2,3,2,3,2,3,1,-3,41,-4,9,92,-4,-4,5
27738,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051133,54,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,75,17.38,18.53,20180421,-3,-3.0,-3.0,184,hu,0.881659810707008,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,2,1,2,2,3,1,3,2,2,8,8,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,2,5,1,1,4,3,3,3,2,2,1,2,3,3,3,3,3,4,4,2,4,1,2,3,2,2,0,3,1,3,3,3,3,3,3,3,5,5,3,2,2,3,3,2,2,2,2,2,3,3,3,2,2,3,6,4,2,3,1,-4,34802,7,2,10,5,3,10,10,7,5,10,7,1,2,1,3,3,3,3,1,3,4,1,4,-4,6,1,1,-1,-1,-1,4,1,1,1,2,2,1,8,10,2,5,5,1,1,1,2,2,3,3,2,2,2,1,4,4,1,1974,44,3,2,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,3,3,2,3,2,3,2,2,1,1,1,2,72,-4,7,81,-4,-4,4
27739,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051134,54,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,224,12.51,16.35,20180421,-3,-3.0,-3.0,184,hu,0.63480083966162,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,1,1,2,2,3,2,3,2,3,8,8,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,2,5,1,1,4,3,3,3,3,3,1,2,2,3,3,3,3,4,4,2,4,2,1,3,1,1,1,3,1,2,3,3,3,3,5,3,4,5,3,2,2,3,2,2,2,2,2,2,2,3,3,2,2,3,8,3,2,3,1,-4,34802,7,4,10,4,3,10,10,7,8,10,8,1,1,1,3,3,3,3,1,3,4,1,4,-4,6,1,1,0,0,0,5,1,1,1,1,1,1,7,9,2,5,5,1,1,1,1,2,2,2,1,2,2,1,3,3,2,1963,55,5,3,1,348.0,HU,1,348,HU,1,348,HU,2,1,0,2,3,2,3,2,2,1,2,1,7,4,2,42,-4,9,83,-4,-4,5
27740,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051135,78,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,42,15.16,15.58,20180421,-3,-3.0,-3.0,184,hu,1.47566927553243,0.534134346103038,0.660501981505945,HU3,HU32,-4,3,1,1,2,3,1,1,2,1,2,9,8,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,-1,-1,-1,-1,-1,-1,2,1,3,1,1,1,2,3,1,3,2,3,3,1,4,4,2,1,3,1,0,3,1,1,3,3,3,3,7,5,-1,7,-1,1,2,2,-1,2,2,2,2,2,1,3,-1,-1,2,-1,9,3,-1,4,2,-4,34802,5,6,6,6,6,6,6,6,6,10,6,1,1,1,3,2,3,3,1,-1,-1,2,8,-4,4,2,1,-1,1,1,10,-1,1,3,4,8,2,8,7,5,2,2,1,7,1,1,1,3,3,2,2,2,2,-1,-1,2,1937,82,6,3,1,348.0,HU,1,348,HU,1,348,HU,5,1,2,1,1,1,-3,-3,0,1,0,1,4,-3,1,93,-4,9,-3,-4,-4,1
27741,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051136,21,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,62,13.42,14.44,20180421,-3,-3.0,-3.0,184,hu,0.997368358929494,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,1,2,2,3,1,2,2,2,9,10,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,5,1,2,2,2,2,1,2,4,1,2,1,2,2,2,3,2,4,3,3,3,4,4,3,2,1,2,3,3,1,2,1,2,3,9,3,3,3,4,3,3,3,2,4,2,2,2,3,4,2,2,3,2,2,3,2,4,2,-4,34805,7,2,9,6,4,10,9,2,8,8,3,1,1,2,3,1,2,4,3,3,2,0,8,-4,1,1,1,1,1,1,10,1,5,1,3,10,1,3,6,7,2,8,1,1,1,2,3,1,2,1,1,1,1,3,4,2,1991,27,2,1,1,348.0,HU,0,35,035,0,35,035,6,1,0,1,6,3,-3,-3,7,3,7,3,2,-3,2,42,-4,4,-3,-4,-4,2
27742,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051137,18,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,49,15.38,16.27,20180421,-3,-3.0,-3.0,184,hu,1.34239358825511,0.534134346103038,0.660501981505945,HU1,HU12,-4,2,1,1,2,1,4,2,4,2,1,7,8,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,5,1,1,-1,2,1,2,4,5,2,1,2,1,1,1,2,-1,3,1,-1,1,4,4,1,2,0,-1,-1,4,2,2,2,3,5,7,7,5,4,1,3,4,3,2,4,2,4,4,4,4,4,3,2,3,5,1,-1,4,1,-4,34802,4,1,10,9,10,10,10,1,7,8,6,2,2,1,4,3,2,3,1,2,4,0,8,-4,7,2,0,0,0,0,1,1,6,4,1,4,7,10,3,9,1,9,1,8,1,2,1,3,3,2,2,3,1,2,4,1,1986,32,2,2,1,348.0,HU,1,348,HU,1,348,HU,6,2,0,5,3,2,-3,-3,3,2,3,2,7,-3,2,74,-4,7,-3,-4,-4,9
27743,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051138,18,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,45,9.0,9.45,20180421,-3,-3.0,-3.0,184,hu,0.673005537125625,0.534134346103038,0.660501981505945,HU1,HU12,-4,2,1,1,4,4,3,1,1,1,2,9,10,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,1,2,1,1,1,1,1,5,2,1,1,1,1,1,2,2,3,3,3,2,1,1,1,1,1,4,1,4,2,0,3,1,2,3,3,3,3,9,2,7,3,2,1,2,3,4,2,2,2,2,2,1,2,2,2,-1,-1,6,1,4,-1,1,-4,34802,10,10,10,4,0,0,9,10,6,10,6,1,1,1,4,2,-1,-1,2,-1,-1,1,2,-4,1,1,1,-1,-1,-1,10,1,1,1,1,1,1,1,1,4,3,-1,1,3,1,1,1,1,1,1,1,1,1,4,4,2,1939,79,6,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,1,2,3,2,3,2,1,1,1,1,4,4,1,75,-4,7,81,-4,-4,6
27744,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051139,85,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,44,13.2,14.04,20180421,-3,-3.0,-3.0,184,hu,0.801340034638418,0.534134346103038,0.660501981505945,HU1,HU12,-4,3,2,1,2,1,2,1,2,3,3,10,8,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,3,2,5,1,1,5,1,3,1,1,1,1,3,2,3,2,2,1,4,4,-1,4,1,3,1,2,2,1,3,1,3,1,3,1,3,7,1,-1,2,1,3,3,4,4,3,2,2,3,3,1,3,3,-1,3,4,9,4,1,4,1,-4,34802,10,5,10,5,0,10,10,5,10,10,9,1,1,1,4,3,3,3,3,2,4,1,8,-4,3,2,1,0,0,0,7,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,3,4,1,1942,76,6,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,2,3,2,3,2,1,1,1,1,4,4,1,33,-4,10,32,-4,-4,-2
27745,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051140,85,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,54,15.49,16.43,20180421,-3,-3.0,-3.0,184,hu,0.573853704257412,0.534134346103038,0.660501981505945,HU1,HU12,-4,3,1,1,1,1,1,1,1,2,3,8,8,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2,5,1,1,-1,5,5,1,3,1,1,1,2,2,1,1,1,4,4,4,4,3,4,4,3,2,0,3,1,3,3,3,1,3,5,10,5,6,1,2,-1,4,4,2,2,2,3,3,-1,3,3,2,2,2,3,4,1,4,1,-4,-2,10,5,10,7,1,10,10,10,1,8,4,1,1,1,-1,1,3,3,2,3,3,2,7,-4,4,1,1,0,0,1,8,1,1,1,1,10,1,10,10,3,1,3,1,3,1,1,3,3,3,2,2,2,4,4,4,2,1953,65,6,3,1,348.0,HU,1,348,HU,1,348,HU,1,1,2,2,6,3,3,2,2,1,3,2,4,4,1,23,-4,3,83,-4,-4,-2
27746,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051141,1,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,62,9.32,10.34,20180421,-3,-3.0,-3.0,184,hu,0.638491847471902,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,2,2,1,3,3,3,2,2,8,10,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,2,4,2,4,4,2,2,4,4,5,1,2,2,2,2,2,2,2,3,3,2,2,3,1,2,2,-2,1,3,2,1,3,2,1,7,3,8,10,3,3,3,4,2,2,3,2,2,2,3,3,-1,1,2,1,7,2,2,3,2,-4,34805,5,3,10,7,4,6,10,6,3,5,3,1,1,2,4,1,1,4,2,2,4,0,7,-4,3,-2,0,1,0,0,-2,4,1,6,8,10,6,6,6,6,1,6,1,1,1,2,4,1,1,1,1,1,1,3,4,2,1996,22,1,1,1,348.0,HU,1,348,HU,1,348,HU,6,2,0,2,5,3,-3,-3,3,2,5,3,6,-3,2,52,-4,6,-3,-4,-4,3
27747,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051142,1,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,45,11.48,12.33,20180421,-3,-3.0,-3.0,184,hu,1.51297762031648,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,2,2,1,4,1,4,2,2,10,10,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,1,0,1,0,2,1,2,5,-1,-1,2,2,5,1,1,5,1,2,2,4,-2,-2,3,-1,3,3,-1,4,3,2,4,3,1,2,3,4,1,2,2,-1,-1,4,-2,4,-2,-1,-1,3,3,3,4,4,3,3,4,4,4,-1,4,3,1,4,1,4,-1,-4,34804,1,1,10,1,1,4,10,1,1,10,1,1,1,2,-1,1,1,4,-1,4,-1,0,8,-4,7,3,0,1,0,0,1,1,1,1,1,10,1,10,10,10,-1,10,1,10,1,1,2,3,4,2,4,1,2,4,4,1,1989,29,2,1,1,348.0,HU,1,348,HU,1,348,HU,6,2,0,3,3,2,-3,-3,3,2,3,2,1,-3,2,25,-4,4,-3,-4,-4,-1
27748,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051143,1,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,35,13.12,13.47,20180421,-3,-3.0,-3.0,184,hu,0.813456007923197,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,2,2,4,3,3,1,2,9,8,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,2,4,1,2,2,4,2,4,4,4,1,2,2,3,2,2,1,3,4,3,3,3,2,1,3,1,-1,3,2,3,3,3,3,3,6,6,5,5,3,3,2,2,3,1,2,2,2,2,2,4,3,2,2,2,8,2,2,3,1,-4,34802,6,3,9,7,4,7,10,3,6,9,7,1,1,1,4,2,3,2,1,3,4,0,8,-4,6,1,1,0,0,1,6,2,7,2,3,10,1,10,10,10,8,7,1,-1,1,2,3,2,2,1,2,1,1,2,2,2,1998,20,1,1,1,348.0,HU,1,348,HU,1,348,HU,6,2,0,5,3,2,-3,-3,3,2,6,3,2,-3,3,41,-4,5,-3,-4,-4,5
27749,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051144,1,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,34,15.2,15.54,20180421,-3,-3.0,-3.0,184,hu,1.51297762031648,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,2,1,1,1,3,1,4,2,2,7,7,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,2,5,1,1,4,4,3,2,2,4,2,2,1,3,3,2,3,-1,3,2,3,1,3,1,3,1,1,-1,1,2,3,3,1,3,8,8,2,3,3,4,2,3,2,1,3,2,4,4,3,4,2,3,2,3,6,1,2,3,2,-4,34811,2,1,10,3,7,4,1,8,1,8,8,1,1,1,4,3,2,4,1,3,4,0,8,-4,7,-1,0,-1,0,0,1,2,1,1,1,5,5,8,9,10,3,3,1,9,1,1,2,3,3,-2,-2,2,1,4,3,1,1993,25,2,1,1,348.0,HU,1,348,HU,1,348,HU,6,1,0,2,3,2,-3,-3,6,3,7,3,2,-3,2,-2,-4,1,-3,-4,-4,-2
27750,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051145,1,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,51,17.44,18.35,20180421,-3,-3.0,-3.0,184,hu,0.912891461437946,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,1,2,3,4,2,1,2,3,8,8,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,2,-1,2,4,1,1,5,2,1,1,2,4,1,2,2,2,2,2,1,1,3,3,3,3,4,3,1,1,0,1,1,4,1,3,1,3,8,4,5,5,5,2,3,4,4,3,2,3,3,3,2,3,2,2,3,3,7,3,3,4,1,-4,34802,8,3,9,5,1,4,8,4,2,9,7,1,1,1,3,3,3,4,2,3,3,1,1,-4,2,1,1,1,1,1,10,2,4,4,2,1,1,1,6,1,1,3,1,1,1,2,2,3,3,2,2,2,2,3,2,2,1973,45,4,2,1,348.0,HU,1,348,HU,1,348,HU,3,1,4,5,6,3,-3,-3,3,2,5,3,1,-3,1,23,-4,6,-3,-4,-4,8
27751,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051146,1,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,39,19.37,20.16,20180421,-3,-3.0,-3.0,184,hu,0.997368358929494,0.534134346103038,0.660501981505945,HU1,HU11,-4,5,1,1,2,1,3,3,2,1,1,10,10,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,5,1,1,4,4,1,5,5,5,1,3,1,1,1,1,4,4,4,2,4,2,3,3,1,1,0,1,1,4,3,3,3,3,10,3,1,4,4,3,4,4,4,4,2,3,4,4,1,2,4,2,4,4,9,4,1,4,1,-4,34802,8,1,10,2,1,10,10,10,10,10,10,1,1,2,4,2,4,4,4,-1,4,0,8,-4,7,1,1,1,0,0,7,1,8,1,1,1,1,7,7,10,1,4,1,8,1,1,1,1,1,1,1,1,4,4,4,2,1991,27,2,1,1,348.0,HU,1,348,HU,1,348,HU,1,1,0,2,7,3,6,3,7,3,6,3,1,1,1,41,-4,2,34,-4,-4,10
27752,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051147,54,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,-5,19.33,9.22,20180421,-3,-3.0,-3.0,184,hu,0.584287750723794,0.534134346103038,0.660501981505945,HU2,HU23,-4,1,1,1,2,1,3,-1,3,2,2,8,7,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,1,1,2,1,1,5,2,2,2,2,2,1,2,2,3,-1,-1,2,1,2,4,-1,1,4,1,3,1,1,3,1,2,2,3,3,3,8,6,5,5,4,2,2,3,-1,2,2,2,3,3,2,4,2,2,3,-1,7,1,3,4,1,-4,34802,6,6,10,6,2,8,6,6,8,8,7,1,1,1,3,1,3,4,1,4,4,0,4,-4,6,1,1,-1,0,1,5,2,7,1,3,2,3,2,2,2,1,7,2,6,1,2,2,3,3,3,2,2,2,4,3,1,1999,19,1,1,1,348.0,HU,1,348,HU,1,348,HU,-1,2,0,4,3,2,-3,-3,3,2,6,3,6,-3,2,-2,-4,3,-3,-4,-4,9
27753,1,5,4-0-0 (2022-12-14),5-0-0 (2022-05-16),doi:10.4232/1.14023,doi:10.14281/18241.21,EVS5,348051148,10,348,HU,310,2018,201802,201808,3482018,1,5,-3,-3,-3,-3,-3,46,10.14,11.0,20180422,-3,-3.0,-3.0,184,hu,0.854824546037007,0.534134346103038,0.660501981505945,HU1,HU12,-4,3,1,1,1,1,4,1,3,2,1,8,9,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,5,3,3,3,5,5,1,1,2,1,1,3,4,-1,-1,1,4,4,1,4,2,3,4,2,3,1,1,3,4,1,3,3,3,5,10,6,8,1,3,3,3,3,2,2,2,3,3,3,3,3,2,2,3,3,4,1,4,1,-4,34809,1,1,10,8,1,10,10,1,1,10,3,1,3,2,2,1,-1,-1,2,-1,4,1,4,-4,5,1,1,1,0,0,5,1,5,1,1,10,5,5,5,5,5,5,1,5,0,-3,4,2,2,1,2,2,2,4,4,2,1983,35,3,2,2,200.0,CSHH,0,200,CSHH,0,200,CSHH,1,1,1,3,7,3,7,3,3,2,7,3,1,1,2,25,-4,2,21,-4,-4,-2
